"A16.7";"Primer solunum yollarý tüberkülozu, bakteriyolojik ya da histolojik taný konulmamýþ";;;;;;;"4";;;
"A16.8";"Primer solunum yollarý diðer tüberkülozu, bakteriyolojik ya da histolojik taný konulmamýþ";;;;;;;"4";;;
"A16.9";"Solunum yollarý tüberkülozu, bakteriyolojik ya da histolojik taný konulmamýþ";;;;;;;"4";;;
"A17†";"Sinir sistemi tüberkülozu";;;;;;;"4";;;
"A17.0†";"Tüberküloz menenjit (G01*)";;;;;;;"4";;;
"A17.1†";"Menenjial tüberkülom (G07*)";;;;;;;"4";;;
"A17.8†";"Sinir sisteminin tüberkülozu, diðer";;;;;;;"4";;;
"A17.9†";"Sinir sistemi tüberkülozu, tanýmlanmamýþ (G99.8*)";;;;;;;"4";;;
"A18";"Organlarýn tüberkülozu, diðer";;;;;;;"3";;;
"A18.0†";"Kemik ve eklem tüberkülozu";;;;;;;"4";;;
"A18.1";"Ürogenital sistem tüberkülozu";;;;;;;"4";;;
"A18.2";"Tüberküloz periferik lenfadenopati";;;;;;;"4";;;
"A18.3";"Baðýrsak, periton ve mezenterik lenf bezi tüberkülozu";;;;;;;"4";;;
"A18.4";"Deri ve derialtý dokusu tüberkülozu";;;;;;;"4";;;
"A18.5";"Göz tüberkülozu";;;;;;;"4";;;
"A18.6";"Kulak tüberkülozu";;;;;;;"4";;;
"A18.7†";"Adrenal bezlerin tüberkülozu (E35.1*)";;;;;;;"4";;;
"A18.8";"Tüberküloz, diðer tanýmlanmýþ organlarýn";;;;;;;"4";;;
"A19";"Miliyer tüberküloz";;;;;;;"3";;;
"A19.0";"Akut miliyer tüberküloz, tanýmlanmýþ tek bir yerin";;;;;;;"4";;;
"A19.1";"Akut miliyer tüberküloz, birden fazla yerin";;;;;;;"4";;;
"A19.2";"Akut miliyer tüberküloz, tanýmlanmamýþ";;;;;;;"4";;;
"A19.8";"Miliyer diðer tüberkülozlar";;;;;;;"4";;;
"A19.9";"Miliyer tüberküloz, tanýmlanmamýþ";;;;;;;"4";;;
"A20";"Veba";;;;;;;"3";;;
"A20.0";"Bubonik veba";;;;;;;"4";;;
"A20.1";"Selülokutanöz veba";;;;;;;"4";;;
"A20.2";"Pnömonik veba";;;;;;;"4";;;
"A20.3";"Veba menenjiti";;;;;;;"4";;;
"A20.7";"Septisemik veba";;;;;;;"4";;;
"A20.8";"Veba, diðer formlarý";;;;;;;"4";;;
"A20.9";"Veba, tanýmlanmamýþ";;;;;;;"4";;;
"A21";"Tularemi";;;;;;;"3";;;
"A21.0";"Ülseroglandüler tularemi";;;;;;;"4";;;
"A21.1";"Oküloglandüler tularemi";;;;;;;"4";;;
"A21.2";"Pulmoner tularemi";;;;;;;"4";;;
"A21.3";"Gastrointestinal tularemi";;;;;;;"4";;;
"A21.7";"Yaygýn tularemi";;;;;;;"4";;;
"A21.8";"Tularemi, diðer formlarý";;;;;;;"4";;;
"A21.9";"Tularemi, tanýmlanmamýþ";;;;;;;"4";;;
"A22";"Þarbon";;;;;;;"3";;;
"A22.0";"Deri þarbonu";;;;;;;"4";;;
"A22.1";"Pulmoner þarbon";;;;;;;"4";;;
"A22.2";"Gastrointestinal þarbon";;;;;;;"4";;;
"A22.7";"Þarbon septisemisi";;;;;;;"4";;;
"A22.8";"Þarbon türleri, diðer";;;;;;;"4";;;
"A22.9";"Þarbon, tanýmlanmamýþ";;;;;;;"4";;;
"A23";"Bruselloz";;;;;;;"3";;;
"A23.0";"Bruselloz, Brucella melitensise baðlý";;;;;;;"4";;;
"A23.1";"Bruselloz, Brucella abortusa baðlý";;;;;;;"4";;;
"A23.2";"Bruselloz, Brucella suise baðlý";;;;;;;"4";;;
"A23.3";"Bruselloz, Brucella canise baðlý";;;;;;;"4";;;
"A23.8";"Bruselloz, diðer";;;;;;;"4";;;
"A23.9";"Bruselloz, tanýmlanmamýþ";;;;;;;"4";;;
"A24";"Ruam ve melioidoz";;;;;;;"3";;;
"A24.0";"Ruam";;;;;;;"4";;;
"A24.1";"Akut ve fulminan melioidoz";;;;;;;"4";;;
"A24.2";"Subakut ve kronik melioidoz";;;;;;;"4";;;
"A24.3";"Melioidozlar, diðer";;;;;;;"4";;;
"A24.4";"Melioidoz, tanýmlanmamýþ";;;;;;;"4";;;
"A25";"Sýçan ýsýrýðý ateþi";;;;;;;"3";;;
"A25.0";"Spirilloz";;;;;;;"4";;;
"A25.1";"Streptobasilloz";;;;;;;"4";;;
"A25.9";"Sýçan ýsýrýðý ateþi, tanýmlanmamýþ";;;;;;;"4";;;
"A26";"Erizipeloid";;;;;;;"3";;;
"A26.0";"Kutanöz erizipeloid";;;;;;;"4";;;
"A26.7";"Erysipelothrix septisemisi";;;;;;;"4";;;
"A26.8";"Erizipeloid, diðer formlarý";;;;;;;"4";;;
"A26.9";"Erizipeloid, tanýmlanmamýþ";;;;;;;"4";;;
"A27";"Leptospiroz";;;;;;;"3";;;
"A27.0";"Ýkterohemorajik leptospiroz";;;;;;;"4";;;
"A27.8";"Leptospiroz türleri, diðer formlarý";;;;;;;"4";;;
"A27.9";"Leptospiroz, tanýmlanmamýþ";;;;;;;"4";;;
"A28";"Zoonotik bakteriyel diðer hastalýklar, baþka yerde sýnýflanmamýþ";;;;;;;"3";;;
"A28.0";"Pastörelloz";;;;;;;"4";;;
"A28.1";"Kedi týrmýðý hastalýðý";;;;;;;"4";;;
"A28.2";"Ekstraintestinal yersinioz";;;;;;;"4";;;
"A28.8";"Zoonotik diðer bakteriyel hastalýklar tanýmlanmýþ, baþka yerde sýnýflanmamýþ";;;;;;;"4";;;
"A28.9";"Zoonotik bakteriyel hastalýk, tanýmlanmamýþ";;;;;;;"4";;;
"A30";"Lepra [Hansen hastalýðý]";;;;;;;"3";;;
"A30.0";"Belirsiz lepra";;;;;;;"4";;;
"A30.1";"Tüberküloid lepra";;;;;;;"4";;;
"A30.2";"Sýnýrda tüberküloid lepra";;;;;;;"4";;;
"A30.3";"Sýnýrda lepra";;;;;;;"4";;;
"A30.4";"Sýnýrda lepramatöz lepra";;;;;;;"4";;;
"A30.5";"Lepramatöz lepra";;;;;;;"4";;;
"A30.8";"Lepra, diðer formlarý";;;;;;;"4";;;
"A30.9";"Lepra, tanýmlanmamýþ";;;;;;;"4";;;
"A31";"Diðer Mikobakteri türlerine baðlý enfeksiyon";;;;;;;"3";;;
"A31.0";"Pulmoner mikobakteri enfeksiyonu";;;;;;;"4";;;
"A31.1";"Kutanöz mikobakteri enfeksiyonu";;;;;;;"4";;;
"A31.8";"Mikobakteri enfeksiyonlarý, diðer";;;;;;;"4";;;
"A31.9";"Mikobakteri enfeksiyonu, tanýmlanmamýþ";;;;;;;"4";;;
"A32";"Listerioz";;;;;;;"3";;;
"A32.0";"Kutanöz listerioz";;;;;;;"4";;;
"A32.1†";"Listeria menenjiti ve meningoensefaliti";;;;;;;"4";;;
"A32.7";"Listeria septisemisi";;;;;;;"4";;;
"A32.8";"Listerioz, diðer formlarý";;;;;;;"4";;;
"A32.9";"Listerioz, tanýmlanmamýþ";;;;;;;"4";;;
"A33";"Yenidoðan tetanozu";;;;;;;"3";;;
"A34";"Gebelik tetanozu";;;;;;;"3";;;
"A35";"Tetanoz, diðer";;;;;;;"3";;;
"A36";"Difteri";;;;;;;"3";;;
"A36.0";"Faringeal difteri";;;;;;;"4";;;
"A36.1";"Nazofaringeal difteri";;;;;;;"4";;;
"A36.2";"Laringeal difteri";;;;;;;"4";;;
"A36.3";"Kutanöz difteri";;;;;;;"4";;;
"A36.8";"Difteri, diðer";;;;;;;"4";;;
"A36.9";"Difteri, tanýmlanmamýþ";;;;;;;"4";;;
"A37";"Boðmaca";;;;;;;"3";;;
"A37.0";"Boðmaca, Bordetella pertussise baðlý";;;;;;;"4";;;
"A37.1";"Boðmaca, Bordetella parapertussise baðlý";;;;;;;"4";;;
"A37.8";"Boðmaca, diðer Bordotella türlerine baðlý";;;;;;;"4";;;
"A37.9";"Boðmaca, tanýmlanmamýþ";;;;;;;"4";;;
"A38";"Kýzýl";;;;;;;"3";;;
"A39";"Meningokok enfeksiyonu";;;;;;;"3";;;
"A39.0†";"Meningokoksik menenjit (G0.1*)";;;;;;;"4";;;
"A39.1†";"Waterhouse-Friderichsen sendromu (E35.1*)";;;;;;;"4";;;
"A39.2";"Akut meningokoksemi";;;;;;;"4";;;
"A39.3";"Kronik meningokoksemi";;;;;;;"4";;;
"A39.4";"Meningokoksemi, tanýmlanmamýþ";;;;;;;"4";;;
"A39.5†";"Meningokoksik kalp hastalýðý";;;;;;;"4";;;
"A39.8";"Meningokoksik diðer enfeksiyonlar";;;;;;;"4";;;
"A39.9";"Meningokok enfeksiyonu, tanýmlanmamýþ";;;;;;;"4";;;
"A40";"Streptokok septisemi";;;;;;;"3";;;
"A40.0";"Septisemi, A grubu streptokoklara baðlý";;;;;;;"4";;;
"A40.1";"Septisemi, B grubu streptokoklara baðlý";;;;;;;"4";;;
"A40.2";"Septisemi, D grubu streptokoklara baðlý";;;;;;;"4";;;
"A40.3";"Septisemi, Streptococcus pneumoniae";;;;;;;"4";;;
"A40.8";"Streptokoksik septisemi, diðer";;;;;;;"4";;;
"A40.9";"Streptokoksik septisemi, tanýmlanmamýþ";;;;;;;"4";;;
"A41";"Septisemiler, diðer";;;;;;;"3";;;
"A41.0";"Septisemi, Staphylococcus aureus";;;;;;;"4";;;
"A41.1";"Septisemi, diðer tanýmlanmýþ Staphylococcus";;;;;;;"4";;;
"A41.2";"Septisemi, tanýmlanmamýþ stafilokoklara baðlý";;;;;;;"4";;;
"A41.3";"Septisemi, Haemophilus influenzaya baðlý";;;;;;;"4";;;
"A41.4";"Septisemi, anaeorob bakterilere baðlý";;;;;;;"4";;;
"A41.5";"Septisemi, diðer Gram-negatif organizmalara baðlý";;;;;;;"4";;;
"A41.8";"Septisemi, diðer tanýmlanmýþ";;;;;;;"4";;;
"A41.9";"Septisemi, tanýmlanmamýþ";;;;;;;"4";;;
"A42";"Aktinomikoz";;;;;;;"3";;;
"A42.0";"Pulmoner aktinomikoz";;;;;;;"4";;;
"A42.1";"Abdominal aktinomikoz";;;;;;;"4";;;
"A42.2";"Servikofasiyal aktinomikoz";;;;;;;"4";;;
"A42.7";"Aktinomikotik septisemi";;;;;;;"4";;;
"A42.8";"Aktinomikoz, diðer formlarý";;;;;;;"4";;;
"A42.9";"Aktinomikoz, tanýmlanmamýþ";;;;;;;"4";;;
"A43";"Nokardiyoz";;;;;;;"3";;;
"A43.0";"Pulmoner nokardiyoz";;;;;;;"4";;;
"A43.1";"Kutanöz nokardiyoz";;;;;;;"4";;;
"A43.8";"Nokardiyoz, diðer formlarý";;;;;;;"4";;;
"A43.9";"Nokardiyoz, tanýmlanmamýþ";;;;;;;"4";;;
"A44";"Bartonelloz";;;;;;;"3";;;
"A44.0";"Sistemik bartonelloz";;;;;;;"4";;;
"A44.1";"Kutanöz ve mükokutanöz bartonelloz";;;;;;;"4";;;
"A44.8";"Bartonelloz, diðer formlarý";;;;;;;"4";;;
"A44.9";"Bartonelloz, tanýmlanmamýþ";;;;;;;"4";;;
"A46";"Erizipel";;;;;;;"3";;;
"A48";"Bakteriyel diðer hastalýklar, baþka yerde sýnýflanmamýþ";;;;;;;"3";;;
"A48.0";"Gazlý gangren";;;;;;;"4";;;
"A48.1";"Lejyoner hastalýðý";;;;;;;"4";;;
"A48.2";"Lejyoner hastalýðý, pnömonik olmayan [Pontiac ateþi]";;;;;;;"4";;;
"A48.3";"Toksik þok sendromu";;;;;;;"4";;;
"A48.4";"Brezilya purpurik ateþi";;;;;;;"4";;;
"A48.8";"Bakteriyel hastalýklar, diðer tanýmlanmýþ";;;;;;;"4";;;
"A49";"Bakteriyel enfeksiyon, tanýmlanmamýþ bölgelerin";;;;;;;"3";;;
"A49.0";"Stafilokok enfeksiyonu, tanýmlanmamýþ";;;;;;;"4";;;
"A49.1";"Streptokok enfeksiyonu, tanýmlanmamýþ";;;;;;;"4";;;
"A49.2";"Haemophilus influenzae enfeksiyonu, tanýmlanmamýþ";;;;;;;"4";;;
"A49.3";"Mikoplazma enfeksiyonu, tanýmlanmamýþ";;;;;;;"4";;;
"A49.8";"Bakteriyel enfeksiyonlar, tanýmlanmamýþ bölgelerdeki diðer";;;;;;;"4";;;
"A49.9";"Bakteriyel enfeksiyon, tanýmlanmamýþ";;;;;;;"4";;;
"A50";"Konjenital sifiliz";;;;;;;"3";;;
"A50.0";"Erken konjenital sifiliz, semptomatik";;;;;;;"4";;;
"A50.1";"Erken konjenital sifiliz, latent";;;;;;;"4";;;
"A50.2";"Erken konjenital sifiliz, tanýmlanmamýþ";;;;;;;"4";;;
"A50.3";"Geç konjenital sifilitik okülopati";;;;;;;"4";;;
"A50.4";"Geç konjenital nörosifiliz [juvenil nörosifiliz]";;;;;;;"4";;;
"A50.5";"Geç diðer konjenital sifilizler, semptomatik";;;;;;;"4";;;
"A50.6";"Geç konjenital sifiliz, latent";;;;;;;"4";;;
"A50.7";"Geç konjenital sifiliz, tanýmlanmamýþ";;;;;;;"4";;;
"A50.9";"Konjenital sifiliz, tanýmlanmamýþ";;;;;;;"4";;;
"A51";"Erken sifiliz";;;;;;;"3";;;
"A51.0";"Primer genital sifiliz";;;;;;;"4";;;
"A51.1";"Primer anal sifiliz";;;;;;;"4";;;
"A51.2";"Primer sifiliz, diðer bölgelerde";;;;;;;"4";;;
"A51.3";"Sekonder sifiliz, deri ve muköz membranlarda";;;;;;;"4";;;
"A51.4";"Sekonder sifiliz, diðer";;;;;;;"4";;;
"A51.5";"Erken sifiliz, latent";;;;;;;"4";;;
"A51.9";"Erken sifiliz, tanýmlanmamýþ";;;;;;;"4";;;
"A52";"Geç sifiliz";;;;;;;"3";;;
"A52.0†";"Kardiyovasküler sifiliz";;;;;;;"4";;;
"A52.1";"Nörosifiliz, semptomatik";;;;;;;"4";;;
"A52.2";"Nörosifiliz, asemptomatik";;;;;;;"4";;;
"A52.3";"Nörosifiliz, tanýmlanmamýþ";;;;;;;"4";;;
"A52.7";"Semptomatik geç sifiliz, diðer";;;;;;;"4";;;
"A52.8";"Geç sifiliz, latent";;;;;;;"4";;;
"A52.9";"Geç sifiliz, tanýmlanmamýþ";;;;;;;"4";;;
"A53";"Sifiliz, diðer ve tanýmlanmamýþ";;;;;;;"3";;;
"A53.0";"Latent sifiliz, erken ya da geç olarak tanýmlanmamýþ";;;;;;;"4";;;
"A53.9";"Sifiliz, tanýmlanmamýþ";;;;;;;"4";;;
"A54";"Gonokok enfeksiyonu";;;;;;;"3";;;
"A54.0";"Gonokok enfeksiyonu, alt ürogenital yollarda periüretral ya da aksesuar bez apsesi yok";;;;;;;"4";;;
"A54.1";"Gonokok enfeksiyonu, alt ürogenital yollarda periüretral ya da aksesuar";;;;;;;"4";;;
"A54.2";"Gonokoksik pelviperitonit ve diðer gonokoksik ürogenital enfeksiyonlar";;;;;;;"4";;;
"A54.3";"Gonokoksik göz enfeksiyonu";;;;;;;"4";;;
"A54.4†";"Gonokok enfeksiyonu, kas-iskelet sistemi";;;;;;;"4";;;
"A54.5";"Gonokoksik farenjit";;;;;;;"4";;;
"A54.6";"Anüs ve rektumun gonokok enfeksiyonu";;;;;;;"4";;;
"A54.8";"Gonokok enfeksiyonlarý, diðer";;;;;;;"4";;;
"A54.9";"Gonokok enfeksiyonu, tanýmlanmamýþ";;;;;;;"4";;;
"A55";"Klamidyal lenfogranüloma (venereum)";;;;;;;"3";;;
"A56";"Cinsel yolla bulaþan diðer klamidyal hastalýklar";;;;;;;"3";;;
"A56.0";"Alt ürogenital yolda klamidya enfeksiyonu";;;;;;;"4";;;
"A56.1";"Pelviperiton ve diðer ürogenital organ klamidya enfeksiyonu";;;;;;;"4";;;
"A56.2";"Klamidya enfeksiyonu, ürogenital yol tanýmlanmamýþ";;;;;;;"4";;;
"A56.3";"Anüs ve rektumun klamidya enfeksiyonu";;;;;;;"4";;;
"A56.4";"Farinksin klamidya enfeksiyonu";;;;;;;"4";;;
"A56.8";"Klamidya enfeksiyonu, diðer bölgelerde, cinsel yolla bulaþan";;;;;;;"4";;;
"A57";"Þankroid";;;;;;;"3";;;
"A58";"Granüloma inguinale";;;;;;;"3";;;
"A59";"Trikomoniaz";;;;;;;"3";;;
"A59.0";"Ürogenital trikomoniaz";;;;;;;"4";;;
"A59.8";"Trikomoniaz, diðer bölgelerde";;;;;;;"4";;;
"A59.9";"Trikomoniaz, tanýmlanmamýþ";;;;;;;"4";;;
"A60";"Anogenital herpes virüs [herpes simpleks] enfeksiyonu";;;;;;;"3";;;
"A60.0";"Herpes virüs enfeksiyonu, genital bölgeler ve ürogenital yollarda";;;;;;;"4";;;
"A60.1";"Perianal deri ve rektumun herpes virüs enfeksiyonu";;;;;;;"4";;;
"A60.9";"Anogenital herpes virüs enfeksiyonu, tanýmlanmamýþ";;;;;;;"4";;;
"A63";"Cinsel temasla bulaþan diðer hastalýklar, baþka yerde sýnýflanmamýþ";;;;;;;"3";;;
"A63.0";"Anogenital (veneryal) Siðiller";;;;;;;"4";;;
"A63.8";"Cinsel temasla bulaþan hastalýklar, diðer tanýmlanmýþ";;;;;;;"4";;;
"A64";"Cinsel yolla bulaþan hastalýk, tanýmlanmamýþ";;;;;;;"3";;;
"A65";"Zührevi olmayan sifiliz";;;;;;;"3";;;
"A66";"Yaws";;;;;;;"3";;;
"A66.0";"Yaws baþlangýç lezyonlarý";;;;;;;"4";;;
"A66.1";"Multipl papillomlar ve ýslak crab yaws";;;;;;;"4";;;
"A66.2";"Yaws, diðer erken deri lezyonlarý";;;;;;;"4";;;
"A66.3";"Yaws hiperkeratozu";;;;;;;"4";;;
"A66.4";"Yaws gumma ve ülserleri";;;;;;;"4";;;
"A66.5";"Gangosa";;;;;;;"4";;;
"A66.6";"Yaws, kemik ve eklem lezyonlarý";;;;;;;"4";;;
"A66.7";"Yaws, diðer þekilleri";;;;;;;"4";;;
"A66.8";"Latent yaws";;;;;;;"4";;;
"A66.9";"Yaws, tanýmlanmamýþ";;;;;;;"4";;;
"A67";"Pinta [carate]";;;;;;;"3";;;
"A67.0";"Primer pinta lezyonlarý";;;;;;;"4";;;
"A67.1";"Pinta ara dönem lezyonlarý";;;;;;;"4";;;
"A67.2";"Pinta geç lezyonlarý";;;;;;;"4";;;
"A67.3";"Pinta karýþýk lezyonlarý";;;;;;;"4";;;
"A67.9";"Pinta, tanýmlanmamýþ";;;;;;;"4";;;
"A68";"Nükseden ateþler";;;;;;;"3";;;
"A68.0";"Nükseden ateþ, bitle taþýnan";;;;;;;"4";;;
"A68.1";"Nükseden ateþ, kene ile taþýnan";;;;;;;"4";;;
"A68.9";"Nükseden ateþ, tanýmlanmamýþ";;;;;;;"4";;;
"A69";"Spiroketal diðer enfeksiyonlarý";;;;;;;"3";;;
"A69.0";"Nekrotizan ülseratif stomatit";;;;;;;"4";;;
"A69.1";"Vincent enfeksiyonlarý, diðer";;;;;;;"4";;;
"A69.2";"Lyme hastalýðý";;;;;;;"4";;;
"A69.8";"Spiroket enfeksiyonlarý, diðer tanýmlanmýþ";;;;;;;"4";;;
"A69.9";"Spiroket enfeksiyonu, tanýmlanmamýþ";;;;;;;"4";;;
"A70";"Klamidya psittaci enfeksiyonu";;;;;;;"3";;;
"A71";"Trahom";;;;;;;"3";;;
"A71.0";"Trahom baþlangýç dönemi";;;;;;;"4";;;
"A71.1";"Trahom aktif dönemi";;;;;;;"4";;;
"A71.9";"Trahom, tanýmlanmamýþ";;;;;;;"4";;;
"A74";"Klamidyal diðer hastalýklar";;;;;;;"3";;;
"A74.0†";"Klamidya konjonktiviti (H13.1*)";;;;;;;"4";;;
"A74.8";"Klamidya hastalýklarý, diðer";;;;;;;"4";;;
"A74.9";"Klamidya enfeksiyonu, tanýmlanmamýþ";;;;;;;"4";;;
"A75";"Tifüs";;;;;;;"3";;;
"A75.0";"Tifüs, Rickettsia prowazekiiye baðlý epidemik bitle taþýnan";;;;;;;"4";;;
"A75.1";"Nükseden tifüs [Brill hastalýðý]";;;;;;;"4";;;
"A75.2";"Tifüs, Rickettsia typhiye baðlý";;;;;;;"4";;;
"A75.3";"Tifüs, Rickettsia tsutsugamushiye baðlý";;;;;;;"4";;;
