"0474";"ALTRE ANASTOMOSI DI NERVI CRANICI E PERIFERICI";;;;;"4";
"0475";"REVISIONE DI PREGRESSA RICOSTRUZIONE DI NERVI CRANICI E PERIFERICI";;;;;"4";
"0476";"RIPARAZIONE DI LESIONI TRAUMATICHE DI VECCHIA DATA DI NERVI CRANICI E PERIFERICI";;;;;"4";
"0479";"ALTRA NEUROPLASTICA";;;;;"4";
"048";"INIEZIONE NEI NERVI PERIFERICI";;;;;"3";
"0480";"INIEZIONE IN NERVO PERIFERICO, SAI";;;;;"4";
"0481";"INIEZIONE DI ANESTETICO IN NERVO PERIFERICO PER ANALGESIA";;;;;"4";
"0489";"INIEZIONE DI ALTRE SOSTANZE, ESCLUSI I NEUROLITICI";;;;;"4";
"049";"ALTRI INTERVENTI SUI NERVI CRANICI E PERIFERICI";;;;;"3";
"0491";"STIRAMENTO DI NERVO (NEURECTASIA)";;;;;"4";
"0492";"IMPIANTO O SOSTITUZIONE DI NEUROSTIMOLATORE DEI NERVI PERIFERICI";;;;;"4";
"0493";"RIMOZIONE DI NEUROSTIMOLATORE DEI NERVI PERIFERICI";;;;;"4";
"0499";"ALTRI INTERVENTI SUI NERVI CRANICI E PERIFERICI";;;;;"4";
"050";"SEZIONE DI NERVO O GANGLIO SIMPATICO";;;;;"4";
"051";"PROCEDURE DIAGNOSTICHE SUI NERVI O SUI GANGLI SIMPATICI";;;;;"3";
"0511";"BIOPSIA DI NERVI O DI GANGLI SIMPATICI";;;;;"4";
"0519";"ALTRE PROCEDURE DIAGNOSTICHE SUI NERVI O SUI GANGLI SIMPATICI";;;;;"4";
"052";"SIMPATECTOMIA";;;;;"3";
"0521";"GANGLIECTOMIA SFENOPALATINA";;;;;"4";
"0522";"SIMPATECTOMIA CERVICALE";;;;;"4";
"0523";"SIMPATECTOMIA LOMBARE";;;;;"4";
"0524";"SIMPATECTOMIA PRESACRALE";;;;;"4";
"0525";"SIMPATECTOMIA PERIARTERIOSA";;;;;"4";
"0529";"ALTRE SIMPATECTOMIE E GANGLIECTOMIE";;;;;"4";
"053";"INIEZIONE IN NERVI O GANGLI SIMPATICI";;;;;"3";
"0531";"INIEZIONE DI ANESTETICO NEI NERVI SIMPATICI PER ANALGESIA";;;;;"4";
"0532";"INIEZIONE DI AGENTI NEUROLITICI NEI NERVI SIMPATICI";;;;;"4";
"0539";"ALTRA INIEZIONE IN NERVI O GANGLI SIMPATICI";;;;;"4";
"058";"ALTRI INTERVENTI SU NERVI O SU GANGLI SIMPATICI";;;;;"3";
"0581";"RIPARAZIONE DI NERVI O GANGLI SIMPATICI";;;;;"4";
"0589";"ALTRI INTERVENTI SU NERVI SIMPATICI";;;;;"4";
"059";"ALTRI INTERVENTI SUL SISTEMA NERVOSO";;;;;"4";
"060";"INCISIONE DELLA REGIONE TIROIDEA";;;;;"3";
"0601";"ASPIRAZIONE NELLA REGIONE TIROIDEA";;;;;"4";
"0602";"RIAPERTURA DI FERITA DELLA REGIONE TIROIDEA";;;;;"4";
"0609";"ALTRA INCISIONE DELLA REGIONE TIROIDEA";;;;;"4";
"061";"PROCEDURE DIAGNOSTICHE SULLA TIROIDE E SULLE PARATIROIDI";;;;;"3";
"0611";"BIOPSIA (PERCUTANEA) (AGOBIOPSIA) DELLA TIROIDE";;;;;"4";
"0612";"BIOPSIA A CIELO APERTO DELLA TIROIDE";;;;;"4";
"0613";"BIOPSIA DELLE PARATIROIDI";;;;;"4";
"0619";"ALTRA PROCEDURA DIAGNOSTICA SULLA TIROIDE O SULLE PARATIROIDI";;;;;"4";
"062";"LOBECTOMIA MONOLATERALE DELLA TIROIDE";;;;;"4";
"063";"ALTRA TIROIDECTOMIA PARZIALE";;;;;"3";
"0631";"ASPORTAZIONE DI LESIONE DELLA TIROIDE";;;;;"4";
"0639";"ALTRA TIROIDECTOMIA PARZIALE";;;;;"4";
"064";"TIROIDECTOMIA COMPLETA";;;;;"4";
"065";"TIROIDECTOMIA RETROSTERNALE";;;;;"3";
"0650";"TIROIDECTOMIA RETROSTERNALE, SAI";;;;;"4";
"0651";"TIROIDECTOMIA RETROSTERNALE PARZIALE";;;;;"4";
"0652";"TIROIDECTOMIA RETROSTERNALE COMPLETA";;;;;"4";
"066";"ASPORTAZIONE DI TIROIDE LINGUALE";;;;;"4";
"067";"ASPORTAZIONE DEL TRATTO O DOTTO TIREOGLOSSO";;;;;"4";
"068";"PARATIROIDECTOMIA";;;;;"3";
"0681";"PARATIROIDECTOMIA COMPLETA";;;;;"4";
"0689";"ALTRA PARATIROIDECTOMIA";;;;;"4";
"069";"ALTRI INTERVENTI SULLE REGIONI TIROIDEA E PARATIROIDEA";;;;;"3";
"0691";"SEZIONE DELL'ISTMO TIROIDEO";;;;;"4";
"0692";"LEGATURA DEI VASI TIROIDEI";;;;;"4";
"0693";"SUTURA DELLA TIROIDE";;;;;"4";
"0694";"REIMPIANTO DI TESSUTO TIROIDEO";;;;;"4";
"0695";"REIMPIANTO DI TESSUTO PARATIROIDEO";;;;;"4";
"0698";"ALTRI INTERVENTI SULLA TIROIDE";;;;;"4";
"0699";"ALTRI INTERVENTI SULLE PARATIROIDI";;;;;"4";
"070";"ESPLORAZIONE DELLA REGIONE SURRENALICA";;;;;"3";
"0700";"ESPLORAZIONE DELLA REGIONE SURRENALICA NON ALTRIMENTI SPECIFICATA";;;;;"4";
"0701";"ESPLORAZIONE UNILATERALE DELLA REGIONE SURRENALICA";;;;;"4";
"0702";"ESPLORAZIONE BILATERALE DELLA REGIONE SURRENALICA";;;;;"4";
"071";"PROCEDURE DIAGNOSTICHE SULLE GHIANDOLE SURRENALI, IPOFISI, GHIANDOLA PINEALE E TIMO";;;;;"3";
"0711";"BIOPSIA (PERCUTANEA) (AGOBIOPSIA) DELLE GHIANDOLE SURRENALI";;;;;"4";
"0712";"BIOPSIA A CIELO APERTO DELLE GHIANDOLE SURRENALI";;;;;"4";
"0713";"BIOPSIA DELL'IPOFISI PER VIA TRANS-FRONTALE";;;;;"4";
"0714";"BIOPSIA DELL'IPOFISI PER VIA TRANS-SFENOIDALE";;;;;"4";
"0715";"BIOPSIA DELL'IPOFISI PER VIA NON SPECIFICATA";;;;;"4";
"0716";"BIOPSIA DEL TIMO";;;;;"4";
"0717";"BIOPSIA DELLA GHIANDOLA PINEALE";;;;;"4";
"0719";"ALTRE PROCEDURE DIAGNOSTICHE SULLE GHIANDOLE SURRENALI, IPOFISI, GHIANDOLA PINEALE E TIMO";;;;;"4";
"072";"SURRENECTOMIA PARZIALE";;;;;"3";
"0721";"ASPORTAZIONE DI LESIONE DELLE GHIANDOLE SURRENALI";;;;;"4";
"0722";"SURRENECTOMIA MONOLATERALE";;;;;"4";
"0729";"ALTRA SURRENECTOMIA PARZIALE";;;;;"4";
"073";"SURRENECTOMIA BILATERALE";;;;;"4";
"074";"ALTRI INTERVENTI SU NERVI, VASI E GHIANDOLE SURRENALI";;;;;"3";
"0741";"INCISIONE DELLE GHIANDOLE SURRENALI";;;;;"4";
"0742";"SEZIONE DI NERVI AFFERENTI ALLE GHIANDOLE SURRENALICHE";;;;;"4";
"0743";"LEGATURA DI VASI DELLE GHIANDOLE SURRENALI";;;;;"4";
"0744";"RIPARAZIONE DELLE GHIANDOLE SURRENALI";;;;;"4";
"0745";"REIMPIANTO DELLE GHIANDOLE SURRENALI";;;;;"4";
"0749";"ALTRI INTERVENTI SU NERVI, VASI E GHIANDOLE SURRENALI";;;;;"4";
"075";"INTERVENTI SULLA GHIANDOLA PINEALE";;;;;"3";
"0751";"ESPLORAZIONE DELLA REGIONE PINEALE";;;;;"4";
"0752";"INCISIONE DELLA GHIANDOLA PINEALE";;;;;"4";
"0753";"ASPORTAZIONE PARZIALE DELLA GHIANDOLA PINEALE";;;;;"4";
"0754";"ASPORTAZIONE DELLA GHIANDOLA PINEALE";;;;;"4";
"0759";"ALTRI INTERVENTI SULLA GHIANDOLA PINEALE";;;;;"4";
"076";"IPOFISECTOMIA";;;;;"3";
"0761";"ASPORTAZIONE PARZIALE DELL'IPOFISI, PER VIA TRANS-FRONTALE";;;;;"4";
"0762";"ASPORTAZIONE PARZIALE DELL'IPOFISI, PER VIA TRANS-SFENOIDALE";;;;;"4";
"0763";"ASPORTAZIONE PARZIALE DELL'IPOFISI, PER VIA NON SPECIFICATA";;;;;"4";
"0764";"ASPORTAZIONE TOTALE DELL'IPOFISI PER VIA TRANS-FRONTALE";;;;;"4";
"0765";"ASPORTAZIONE TOTALE DELL'IPOFISI PER VIA TRANS-SFENOIDALE";;;;;"4";
"0768";"ASPORTAZIONE TOTALE DELL'IPOFISI, PER ALTRA VIA SPECIFICATA";;;;;"4";
"0769";"ASPORTAZIONE TOTALE DELL'IPOFISI PER VIA NON SPECIFICATA";;;;;"4";
"077";"ALTRI INTERVENTI SULL'IPOFISI";;;;;"3";
"0771";"ESPLORAZIONE DELLA FOSSA DELL'IPOFISI";;;;;"4";
"0772";"INCISIONE DELL'IPOFISI";;;;;"4";
"0779";"ALTRI INTERVENTI SULL'IPOFISI";;;;;"4";
"078";"TIMECTOMIA";;;;;"3";
"0780";"TIMECTOMIA, SAI";;;;;"4";
"0781";"ASPORTAZIONE PARZIALE DEL TIMO";;;;;"4";
"0782";"ASPORTAZIONE TOTALE DEL TIMO";;;;;"4";
"079";"ALTRI INTERVENTI SUL TIMO";;;;;"3";
"0791";"ESPLORAZIONE DELL'AREA TIMICA";;;;;"4";
"0792";"INCISIONE DEL TIMO";;;;;"4";
"0793";"RIPARAZIONE DEL TIMO";;;;;"4";
"0794";"TRAPIANTO DEL TIMO";;;;;"4";
"0799";"ALTRI INTERVENTI SUL TIMO";;;;;"4";
"080";"INCISIONE DELLA PALPEBRA";;;;;"3";
"0801";"INCISIONE DEL MARGINE PALPEBRALE";;;;;"4";
"0802";"APERTURA DI BLEFARORRAFIA";;;;;"4";
"0809";"ALTRA INCISIONE DELLA PALPEBRA";;;;;"4";
"081";"PROCEDURE DIAGNOSTICHE SULLA PALPEBRA";;;;;"3";
"0811";"BIOPSIA DELLA PALPEBRA";;;;;"4";
"0819";"ALTRE PROCEDURE DIAGNOSTICHE SULLA PALPEBRA";;;;;"4";
"082";"ESCISSIONE O DEMOLIZIONE DI LESIONE O TESSUTO DELLA PALPEBRA";;;;;"3";
"0820";"RIMOZIONE DI LESIONE DELLA PALPEBRA, SAI";;;;;"4";
"0821";"ASPORTAZIONE DI CALAZIO";;;;;"4";
"0822";"ASPORTAZIONE DI ALTRA PICCOLA LESIONE DELLA PALPEBRA";;;;;"4";
"0823";"ASPORTAZIONE DI LESIONE ESTESA DELLA PALPEBRA NON A TUTTO SPESSORE";;;;;"4";
"0824";"ASPORTAZIONE DI LESIONE ESTESA DELLA PALPEBRA, A TUTTO SPESSORE";;;;;"4";
"0825";"DEMOLIZIONE DI LESIONE PALPEBRALE";;;;;"4";
"083";"CORREZIONE DI BLEFAROPTOSI E RETRAZIONE PALPEBRALE";;;;;"3";
"0831";"CORREZIONE DI BLEFAROPTOSI CON INTERVENTO SUI MUSCOLI FRONTALI, CON SUTURA";;;;;"4";
"0832";"CORREZIONE DI BLEFAROPTOSI CON ANASTOMOSI DEL MUSCOLO FRONTALE MEDIANTE FASCIA LATA";;;;;"4";
"0833";"CORREZIONE DI BLEFAROPTOSI CON RESEZIONE O AVANZAMENTO DEL MUSCOLO ELEVATORE O SUA APONEUROSI";;;;;"4";
"0834";"CORREZIONE DI BLEFAROPTOSI CON ALTRE TECNICHE CHE UTILIZZANO IL MUSCOLO ELEVATORE";;;;;"4";
"0835";"CORREZIONE DI BLEFAROPTOSI CON TECNICA TARSALE";;;;;"4";
"0836";"CORREZIONE DI BLEFAROPTOSI CON ALTRE TECNICHE";;;;;"4";
"0837";"RIDUZIONE DI SOVRACORREZIONE DI BLEFAROPTOSI";;;;;"4";
"0838";"CORREZIONE DI RETRAZIONE DELLA PALPEBRA";;;;;"4";
"084";"RIPARAZIONE DI ENTROPION O ECTROPION";;;;;"3";
"0841";"RIPARAZIONE DI ENTROPION O ECTROPION CON TERMOCOAGULAZIONE";;;;;"4";
"0842";"RIPARAZIONE DI ENTROPION O ECTROPION CON TECNICA DI SUTURA";;;;;"4";
"0843";"RIPARAZIONE DI ENTROPION O ECTROPION CON RESEZIONE CUNEIFORME";;;;;"4";
"0844";"RIPARAZIONE DI ENTROPION O ECTROPION CON RICOSTRUZIONE DELLA PALPEBRA";;;;;"4";
"0849";"ALTRA RIPARAZIONE DI ENTROPION O ECTROPION";;;;;"4";
"085";"ALTRA CORREZIONE DELLA POSIZIONE DELLA PALPEBRA";;;;;"3";
"0851";"CANTOTOMIA";;;;;"4";
"0852";"BLEFARORRAFIA";;;;;"4";
"0859";"ALTRA CORREZIONE DELLA POSIZIONE DELLA PALPEBRA";;;;;"4";
"086";"RICOSTRUZIONE DELLA PALPEBRA CON LEMBO O INNESTO";;;;;"3";
"0861";"RICOSTRUZIONE DELLA PALPEBRA CON LEMBO O INNESTO CUTANEO";;;;;"4";
"0862";"RICOSTRUZIONE DELLA PALPEBRA CON INNESTO O LEMBO DI MUCOSA";;;;;"4";
"0863";"RICOSTRUZIONE DELLA PALPEBRA CON INNESTO DEL FOLLICOLO PILIFERO";;;;;"4";
"0864";"RICOSTRUZIONE DELLA PALPEBRA CON LEMBO TARSOCONGIUNTIVALE";;;;;"4";
"0869";"ALTRA RICOSTRUZIONE DELLA PALPEBRA CON LEMBO O INNESTO";;;;;"4";
"087";"ALTRA RICOSTRUZIONE DELLA PALPEBRA";;;;;"3";
"0870";"RICOSTRUZIONE DELLA PALPEBRA, SAI";;;;;"4";
"0871";"RICOSTRUZIONE DELLA PALPEBRA INTERESSANTE IL MARGINE PALPEBRALE, NON A TUTTO SPESSORE";;;;;"4";
"0872";"ALTRA RICOSTRUZIONE DELLA PALPEBRA, NON A TUTTO SPESSORE";;;;;"4";
"0873";"RICOSTRUZIONE DELLA PALPEBRA INTERESSANTE IL MARGINE PALPEBRALE, A TUTTO SPESSORE";;;;;"4";
"0874";"ALTRA RICOSTRUZIONE DELLA PALPEBRA, A TUTTO SPESSORE";;;;;"4";
"088";"ALTRA RIPARAZIONE DELLA PALPEBRA";;;;;"3";
"0881";"RIPARAZIONE LINEARE DI LACERAZIONE DELLA PALPEBRA E DELLE SOPRACCIGLIA";;;;;"4";
"0882";"RIPARAZIONE DI LACERAZIONE DELLA PALPEBRA INTERESSANTE IL MARGINE PALPEBRALE, NON A TUTTO SPESSORE";;;;;"4";
"0883";"ALTRA RIPARAZIONE DI LACERAZIONE DELLA PALPEBRA, NON A TUTTO SPESSORE";;;;;"4";
"0884";"RIPARAZIONE DI LACERAZIONE DELLA PALPEBRA INTERESSANTE IL MARGINE PALPEBRALE, A TUTTO SPESSORE";;;;;"4";
"0885";"ALTRA RICOSTRUZIONE DI LACERAZIONE DELLA PALPEBRA, A TUTTO SPESSORE";;;;;"4";
"0886";"PLASTICA ANTI-RUGHE DELLA PALPEBRA INFERIORE";;;;;"4";
"0887";"PLASTICA ANTI-RUGHE DELLA PALPEBRA SUPERIORE";;;;;"4";
"0889";"ALTRA RIPARAZIONE DELLA PALPEBRA";;;;;"4";
"089";"ALTRI INTERVENTI SULLE PALPEBRE";;;;;"3";
"0891";"DEPILAZIONE ELETTROCHIRURGICA DELLA PALPEBRA";;;;;"4";
"0892";"DEPILAZIONE CRIOCHIRURGICA DELLA PALPEBRA";;;;;"4";
"0893";"ALTRA DEPILAZIONE DELLA PALPEBRA";;;;;"4";
"0899";"ALTRI INTERVENTI SULLA PALPEBRA";;;;;"4";
"090";"INCISIONE DELLA GHIANDOLA LACRIMALE";;;;;"4";
"091";"PROCEDURE DIAGNOSTICHE SULL'APPARATO LACRIMALE";;;;;"3";
"0911";"BIOPSIA DELLA GHIANDOLA LACRIMALE";;;;;"4";
"0912";"BIOPSIA DEL SACCO LACRIMALE";;;;;"4";
"0919";"ALTRE PROCEDURE DIAGNOSTICHE SULL'APPARATO LACRIMALE";;;;;"4";
"092";"ASPORTAZIONE DI LESIONE O TESSUTO DELLA GHIANDOLA LACRIMALE";;;;;"3";
"0920";"ASPORTAZIONE DELLA GHIANDOLA LACRIMALE, SAI";;;;;"4";
"0921";"ASPORTAZIONE DI LESIONE DELLA GHIANDOLA LACRIMALE";;;;;"4";
"0922";"ALTRA DACRIOADENECTOMIA PARZIALE";;;;;"4";
"0923";"DACRIOADENECTOMIA TOTALE";;;;;"4";
"093";"ALTRI INTERVENTI SULLA GHIANDOLA LACRIMALE";;;;;"4";
