"A15.2";"TUBERKÜLOZ , AKCÝÐER TUBERKÜLOZU, HÝSTOLOJÝK OLARAK TEYÝT EDÝLMÝÞ";;;;;;;"4";;;
"A15.3";"TUBERKÜLOZ , AKCÝÐER TUBERKÜLOZU, TANIMLANMAMIÞ YOLLA TEYÝT EDÝLMÝÞ";;;;;;;"4";;;
"A15.4";"TUBERKÜLOZ , GÖÐÜS ÝÇÝ LENF BEZÝ TUBERKÜLOZU, BAKTERÝYOLOJÝK VE HÝSTOLOJÝK OLARAK";;;;;;;"4";;;
"A15.5";"TUBERKÜLOZ , LARENKS, TRAKE VE BRONÞ TUBERKÜLOZU, BAKTERÝYOLOJÝK VE HÝSTOLOJÝK OLARAK";;;;;;;"4";;;
"A15.6";"TUBERKÜLOZ , TUBERKÜLOZ PLÖREZÝ, BAKTERÝYOLOJÝK VE HÝSTOLOJÝK OLARAK TEYÝT EDÝLMÝÞ";;;;;;;"4";;;
"A15.7";"TUBERKÜLOZ , BÝRÝNCÝL SOLUNUM YOLLARI TUBERKÜLOZU, BAKTERÝYOLOJÝK VE HÝSTOLOJÝK OLARAK";;;;;;;"4";;;
"A15.8";"TUBERKÜLOZ , SOLUNUM YOLLARI DÝÐER TUBERKÜLOZU, BAKTERÝYOLOJÝK VE HÝSTOLOJÝK OLARAK";;;;;;;"4";;;
"A15.9";"TUBERKÜLOZ , SOLUNUM YOLLARI TUBERKÜLOZU; TANIMLANMAMIÞ, BAKTERÝYOLOJÝK VE HÝSTOLOJÝK";;;;;;;"4";;;
"A16";"TUBERKÜLOZ , SOLUNUM YOLLARI TUBERKÜLOZU, BAKTERÝYOLOJÝK VE HÝSTOLOJÝK";;;;;;;"3";;;
"A16.0";"TUBERKÜLOZ , AKCÝÐER TUBERKÜLOZU, BAKTERÝYOLOJÝK VE HÝSTOLOJÝK OLARAK TEYÝT EDÝLMEMÝÞ";;;;;;;"4";;;
"A16.1";"TUBERKÜLOZ , AKCÝÐER TUBERKÜLOZU, BAKTERÝYOLOJÝK VE HÝSTOLOJÝK ÝNCELEME YAPILMAMIÞ";;;;;;;"4";;;
"A16.2";"TUBERKÜLOZ , AKCÝÐER TUBERKÜLOZU, BAKTERÝYOLOJÝK VEYA HÝSTOLOJÝK TEYÝT HAKKINDA BÝLGÝ";;;;;;;"4";;;
"A16.3";"TUBERKÜLOZ , GÖÐÜS ÝÇÝ LENF BEZLERÝ TUBERKÜLOZU, BAKTERÝYOLOJÝK VEYA HÝSTOLOJÝK OLARAK";;;;;;;"4";;;
"A16.4";"TUBERKÜLOZ , LARENKS, TRAKE VE BRONÞ TUBERKÜLOZU, BAKTERÝYOLOJÝK VEYA HÝSTOLOJÝK OLARAK";;;;;;;"4";;;
"A16.5";"TUBERKÜLOZ , TUBERKÜLOZ PLÖREZÝ, BAKTERÝYOLOJÝK VEYA HÝSTOLOJÝK OLARAK TEYÝT EDÝLMEMÝÞ";;;;;;;"4";;;
"A16.7";"TUBERKÜLOZ , BÝRÝNCÝL SOLUNUM YOLLARI TUBERKÜLOZU, BAKTERÝYOLOJÝK VEYA HÝSTOLOJÝK OLARAK";;;;;;;"4";;;
"A16.8";"TUBERKÜLOZ , SOLUNUM YOLLARI DÝÐER TUBERKÜLOZU, BAKTERÝYOLOJÝK VEYA HÝSTOLOJÝK OLARAK";;;;;;;"4";;;
"A16.9";"TUBERKÜLOZ , SOLUNUM YOLLARI TUBERKÜLOZU, BAKTERÝYOLOJÝK VEYA HÝSTOLOJÝK HÝSTOLOJÝK";;;;;;;"4";;;
"A17";"TUBERKÜLOZ , SÝNÝR SÝSTEMÝ TUBERKÜLOZU";;;;;;;"3";;;
"A17.0";"TUBERKÜLOZ , TUBERKÜLOZ MENENJÝT (G01*)";;;;;;;"4";;;
"A17.1";"TUBERKÜLOZ , MENENJÝYAL TÜBERKÜLOM (G07*)";;;;;;;"4";;;
"A17.8";"TUBERKÜLOZ , SÝNÝR SÝSTEMÝNÝN DÝÐER TUBERKÜLOZU";;;;;;;"4";;;
"A17.9";"TUBERKÜLOZ , SÝNÝR SÝSTEMÝ TANIMLANMAMIÞ TUBERKÜLOZU (G99.8*)";;;;;;;"4";;;
"A18";"TUBERKÜLOZ , ORGANLARIN DÝÐER TUBERKÜLOZU";;;;;;;"3";;;
"A18.0";"TUBERKÜLOZ , KEMÝK VE EKLEM TUBERKÜLOZU";;;;;;;"4";;;
"A18.1";"TUBERKÜLOZ , ÜREME VE BOÞALTIM SÝSTEMÝ TUBERKÜLOZU";;;;;;;"4";;;
"A18.2";"TUBERKÜLOZ , TUBERKÜLOZ PERÝFERÝK LENFADENOPATÝ";;;;;;;"4";;;
"A18.3";"TUBERKÜLOZ , BAÐIRSAK, PERÝTON VE MEZENTERÝK BEZ TUBERKÜLOZU";;;;;;;"4";;;
"A18.4";"TUBERKÜLOZ , DERÝ VE DERÝALTI DOKUSU TUBERKÜLOZU";;;;;;;"4";;;
"A18.5";"TUBERKÜLOZ , GÖZ TUBERKÜLOZU";;;;;;;"4";;;
"A18.6";"TUBERKÜLOZ , KULAK TUBERKÜLOZU";;;;;;;"4";;;
"A18.7";"TUBERKÜLOZ , ADRENAL BEZLERÝN TUBERKÜLOZU (E35.1*)";;;;;;;"4";;;
"A18.8";"TUBERKÜLOZ , TUBERKÜLOZ, DÝÐER TANIMLANMIÞ ORGANLARIN";;;;;;;"4";;;
"A19";"TUBERKÜLOZ , MÝLÝYER TUBERKÜLOZ";;;;;;;"3";;;
"A19.0";"TUBERKÜLOZ , AKUT MÝLÝYER TUBERKÜLOZ, TANIMLANMIÞ TEK BÝR YERÝN";;;;;;;"4";;;
"A19.1";"TUBERKÜLOZ , AKUT MÝLÝYER TUBERKÜLOZ, BÝRDEN FAZLA YERÝN";;;;;;;"4";;;
"A19.2";"TUBERKÜLOZ , AKUT MÝLÝYER TANIMLANMAMIÞ TUBERKÜLOZ";;;;;;;"4";;;
"A19.8";"TUBERKÜLOZ , MÝLÝYER DÝÐER TUBERKÜLOZLAR";;;;;;;"4";;;
"A19.9";"TUBERKÜLOZ , MÝLÝYER TANIMLANMAMIÞ TUBERKÜLOZ";;;;;;;"4";;;
"A20";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , VEBA";;;;;;;"3";;;
"A20.0";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , BUBONÝK VEBA";;;;;;;"4";;;
"A20.1";"ENFEKSÝYON, DERÝ VE DERÝ ALTI DOKU , DERÝ VEBASI";;;;;;;"4";;;
"A20.2";"PNÖMONÝ (TBC ÝLE OLUÞAN HARÝÇ) , AKCÝÐER VEBASI";;;;;;;"4";;;
"A20.3";"MENENJÝT (TBC ÝLE OLUÞAN HARÝÇ) , VEBA MENENJÝTÝ";;;;;;;"4";;;
"A20.7";"SEPTÝSEMÝ (GEBELÝKTEKÝ HARÝÇ) , SEPTÝSEMÝK VEBA";;;;;;;"4";;;
"A20.8";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , VEBA, DÝÐER";;;;;;;"4";;;
"A20.9";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , VEBA, TANIMLANMAMIÞ";;;;;;;"4";;;
"A21";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , TULAREMÝ";;;;;;;"3";;;
"A21.0";"ENFEKSÝYON, DERÝ VE DERÝ ALTI DOKU , ÜLSEROGLANDÜLER TULAREMÝ";;;;;;;"4";;;
"A21.1";"ENFLAMASYON, ENFEKSÝYON, GÖZ , OKÜLOGLANDÜLER TULAREMÝ";;;;;;;"4";;;
"A21.2";"PNÖMONÝ (TBC ÝLE OLUÞAN HARÝÇ) , AKCÝÐER TULAREMÝSÝ";;;;;;;"4";;;
"A21.3";"ENFEKSÝYON, BAÐIRSAK , GASTROÝNTESTÝNAL TULAREMÝ";;;;;;;"4";;;
"A21.7";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , GENEL TULAREMÝ";;;;;;;"4";;;
"A21.8";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , TULAREMÝ, DÝÐER";;;;;;;"4";;;
"A21.9";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , TULAREMÝ, TANIMLANMAMIÞ";;;;;;;"4";;;
"A22";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , ÞARBON";;;;;;;"3";;;
"A22.0";"ENFEKSÝYON, DERÝ VE DERÝ ALTI DOKU , DERÝ ÞARBONU";;;;;;;"4";;;
"A22.1";"PNÖMONÝ (TBC ÝLE OLUÞAN HARÝÇ) , AKCÝÐER ÞARBONU";;;;;;;"4";;;
"A22.2";"ENFEKSÝYON, BAÐIRSAK , GASTROÝNTESTÝNAL ÞARBONU";;;;;;;"4";;;
"A22.7";"SEPTÝSEMÝ (GEBELÝKTEKÝ HARÝÇ) , ÞARBON SEPTÝSEMÝSÝ";;;;;;;"4";;;
"A22.8";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , ÞARBON DÝÐER TÝPLERÝ";;;;;;;"4";;;
"A22.9";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , ÞARBON, TANIMLANMAMIÞ";;;;;;;"4";;;
"A23";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , BRUSELLA";;;;;;;"3";;;
"A23.0";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , BRUSELLA, BRUCELLA MELÝTENSÝS’E BAÐLI";;;;;;;"4";;;
"A23.1";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , BRUSELLA, BRUCELLA ABORTUS’A BAÐLI";;;;;;;"4";;;
"A23.2";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , BRUSELLA, BRUCELLA SUÝS’E BAÐLI";;;;;;;"4";;;
"A23.3";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , BRUSELLA, BRUCELLA CANÝS’E BAÐLI";;;;;;;"4";;;
"A23.8";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , BRUSELLALAR, DÝÐER";;;;;;;"4";;;
"A23.9";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , BRUSELLA, TANIMLANMAMIÞ";;;;;;;"4";;;
"A24";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , RUAM VE MELÝYOÝDOZ";;;;;;;"3";;;
"A24.0";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , RUAM";;;;;;;"4";;;
"A24.1";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , AKUT VE FULMÝNAN MELÝYOÝDOZ";;;;;;;"4";;;
"A24.2";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , SUBAKUT VE KRONÝK MELÝYOÝDOZ";;;;;;;"4";;;
"A24.3";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , MELÝYOÝDOZLAR, DÝÐER";;;;;;;"4";;;
"A24.4";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , MELÝYOÝDOZ, TANIMLANMAMIÞ";;;;;;;"4";;;
"A25";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , SIÇAN ISIRIÐI ATEÞÝ";;;;;;;"3";;;
"A25.0";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , SPÝRÝLLOZ";;;;;;;"4";;;
"A25.1";"ARTRÝT VE OSTEOMÝYELÝT, ENFEKTÝF  , STREPTOBASÝLLOZ";;;;;;;"4";;;
"A25.9";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , SIÇAN ISIRIÐI ATEÞÝ, TANIMLANMAMIÞ";;;;;;;"4";;;
"A26";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , ERÝZÝPELOÝD";;;;;;;"3";;;
"A26.0";"ENFEKSÝYON, DERÝ VE DERÝ ALTI DOKU , DERÝ ERÝZÝPELOÝDÝ";;;;;;;"4";;;
"A26.7";"SEPTÝSEMÝ (GEBELÝKTEKÝ HARÝÇ) , ERYSÝPELOTHRÝX SEPTÝSEMÝSÝ";;;;;;;"4";;;
"A26.8";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , ERÝZÝPELOÝD DÝÐER TÝPLERÝ";;;;;;;"4";;;
"A26.9";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , ERÝZÝPELOÝD, TANIMLANMAMIÞ";;;;;;;"4";;;
"A27";"ENFEKSÝYON, DÝÐER, PARAZÝTLER DAHÝL  , LEPTOSPÝROZ";;;;;;;"3";;;
"A27.0";"ENFEKSÝYON, DÝÐER, PARAZÝTLER DAHÝL  , ÝKTEROHEMORAJÝK LEPTOSPÝROZ";;;;;;;"4";;;
"A27.8";"ENFEKSÝYON, DÝÐER, PARAZÝTLER DAHÝL  , LEPTOSPÝROZ DÝÐER TÝPLERÝ";;;;;;;"4";;;
"A27.9";"ENFEKSÝYON, DÝÐER, PARAZÝTLER DAHÝL  , LEPTOSPÝROZ, TANIMLANMAMIÞ";;;;;;;"4";;;
"A28";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , HAYVANSAL DÝÐER BAKTERÝ HASTALIKLARI, BAÞKA YERDE";;;;;;;"3";;;
"A28.0";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , PASTÖRELLOZ";;;;;;;"4";;;
"A28.1";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , KEDÝ TIRMIÐI HASTALIÐI";;;;;;;"4";;;
"A28.2";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , BAÐIRSAK DIÞI YERSÝNÝYOZ";;;;;;;"4";;;
"A28.8";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , HAYVANSAL DÝÐER BAKTERÝ HASTALIKLARI, TANIMLANMIÞ, BAÞKA YERDE";;;;;;;"4";;;
"A28.9";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , HAYVANSAL BAKTERÝ HASTALIÐI, TANIMLANMAMIÞ";;;;;;;"4";;;
"A30";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , CÜZZAM [HANSEN HASTALIÐI]";;;;;;;"3";;;
"A30.0";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , BELÝRSÝZ CÜZZAM";;;;;;;"4";;;
"A30.1";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , TÜBERKÜLOÝD CÜZZAM";;;;;;;"4";;;
"A30.2";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , SINIRDA TÜBERKÜLOÝD CÜZZAM";;;;;;;"4";;;
"A30.3";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , SINIRDA CÜZZAM";;;;;;;"4";;;
"A30.4";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , SINIRDA LEPRAMATÖZ CÜZZAM OLARAK TEYÝT EDÝLMEMÝÞ";;;;;;;"4";;;
"A30.5";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , LEPRAMATÖZ CÜZZAM";;;;;;;"4";;;
"A30.8";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , CÜZZAM DÝÐER TÝPLERÝ";;;;;;;"4";;;
"A30.9";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , CÜZZAM, TANIMLANMAMIÞ";;;;;;;"4";;;
"A31";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , MÝKOBAKTERÝYEL DÝÐER ENFEKSÝYONLAR VERÝLMEMÝÞ";;;;;;;"3";;;
"A31.0";"PNÖMONÝ (TBC ÝLE OLUÞAN HARÝÇ)  , AKCÝÐER MÝKOBAKTERÝ ENFEKSÝYONU";;;;;;;"4";;;
"A31.1";"ENFEKSÝYON, DERÝ VE DERÝ ALTI DOKUSU , DERÝ MÝKOBAKTERÝ ENFEKSÝYONU";;;;;;;"4";;;
"A31.8";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , MÝKOBAKTERÝ DÝÐER ENFEKSÝYONLARI";;;;;;;"4";;;
"A31.9";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , MÝKOBAKTERÝ TANIMLANMAMIÞ ENFEKSÝYONU";;;;;;;"4";;;
"A32";"ENFEKSÝYON, BAKTERÝYEL, TANIMLANMAMIÞ BÖLGE , LÝSTERÝYOZ";;;;;;;"3";;;
"A32.0";"ENFEKSÝYON, DERÝ VE DERÝ ALTI DOKUSU , DERÝ LÝSTERÝYOZU";;;;;;;"4";;;
